402,748,Ecole primaire communale n°17,Av Ernest Renan 14,1030,SCHAERBEEK,5,
402,749,Ecole primaire communale n°17,Avenue Raymond Foucart 7,1030,SCHAERBEEK,7,
404,750,Ecole primaire communale n°16,Boulevard Léopold III 29,1030,SCHAERBEEK,6,
405,751,Ecole fondamentale communale n°8 Frédéric de Jongh,Rue Gaucheret 124A,1030,SCHAERBEEK,1,
406,752,Institut Saint‐Dominique ‐ Ecole fondamentale,Rue Caporal Claes 38,1030,SCHAERBEEK,16,
407,753,Ecole fondamentale Louise de Marillac 1,Avenue Eugène Plasky 184,1030,SCHAERBEEK,3a,
408,754,Institut Sainte‐Marie ‐ Enseignement fondamental,Rue Seutin 17,1030,SCHAERBEEK,1,
409,755,Ecole fondamentale ‐ Institut de l'Annonciation,Rue Josse Impens 125,1030,SCHAERBEEK,3b,
410,757,Ecole fondamentale libre Notre‐Dame du Sacré‐Coeur,Boulevard Lambermont 33,1030,SCHAERBEEK,2,
412,759,Institut Champagnat ‐ Ecole fondamentale libre,Square François Riga 39,1030,SCHAERBEEK,2,
413,760,Ecole fondamentale ‐ Institut Saint‐Augustin,Rue de la Ruche 28,1030,SCHAERBEEK,2,
414,761,"Ecole fondamentale libre Institut Sainte‐Marie ‐ Fraternité",Rue de la Fraternité 20,1030,SCHAERBEEK,1,
415,762,Institut de la Sainte Famille,Rue Chaumontel 5,1030,SCHAERBEEK,3b,
416,763,EC. N‐D de Fidélité ‐ Inst. de la Vièrge Fidèle ‐ Sect. prim,Rue de Linthout 40,1030,SCHAERBEEK,17,
417,764,Ecole fondamentale libre du Divin Sauveur,Avenue de Roodebeek 253,1030,SCHAERBEEK,16,
5036,765,Ecole fondamentale annexée Les Griottes ‐ Schaerbeek,Rue Royale Sainte‐Marie 168,1030,SCHAERBEEK,1,
5037,769,Ecole fondamentale annexée Les Platanes ‐ Schaerbeek,RUE VERWEE 12,1030,SCHAERBEEK,1,
439,808,Ecole fondamentale libre Notre‐Dame de La Paix 1,Rue du Radium 5,1030,SCHAERBEEK,4,
441,821,Ecole fondamentale ‐ Institut Sainte‐Marie,Rue Henri Chomé 44,1030,SCHAERBEEK,15,
5937,825,Ecolecommunale fondamentale de Verrewinkel,Avenue Dolez 544,1180,UCCLE,18,
443,826,Ecole communale fondamentale de Saint‐Job,Rue Jean Benaets 74,1180,UCCLE,10,
444,827,Ecole communale fondamentale du Longchamp,Rue Edith Cavell 29,1180,UCCLE,12,
445,828,Ecole communale fondamentale de Calevoet,Rue François Vervloet 10,1180,UCCLE,19,
95357,830,Ecole communale fondamentale du Centre,"Rue du Doyenné, 60",1180,UCCLE,20,
446,831,Ecole communale primaire du Homborch,Avenue d'Homborchveld 34,1180,UCCLE,13,
447,832,Ecole communale fondamentale de Messidor,Avenue de Messidor 161,1180,UCCLE,18,
448,833,"Ecole communale primaire des Eglantiers ‐ Grande Section",Avenue des Eglantiers 21,1180,UCCLE,18,
95390,834,Ecole communale fondamentale des Eglantiers,Avenue d'Hougoumont 8,1180,UCCLE,19,
449,835,Ecole communale fondamentale Val Fleuri,Avenue du Vossegat 45,1180,UCCLE,14,
3171,836,Ecole fondamentale libre Decroly,"Drève des Gendarmes , 45",1180,UCCLE,20,
3171,837,Ecole fondamentale libre Decroly,Avenue Casalta 10,1180,UCCLE,18,
450,838,Ecole primaire libre ‐ Collège Saint‐Pierre,"Rue du Doyenné, 68",1180,UCCLE,16,
451,839,Ecole primaire Notre‐Dame des Champs Cycle 8‐12,Rue Roberts‐Jones 24,1180,UCCLE,18,
452,840,Institut Saint‐Vincent de Paul Fondamental,Rue Beeckman 99,1180,UCCLE,9,
453,842,Ecole fondamentale libre Notre‐Dame‐Wolvenberg,"Av Jean et Pierre Carsoel, 4",1180,UCCLE,7,
95379,843,Institut Montjoie Maternelle,Rue Stanley 69,1180,UCCLE,11,
454,844,Institut Montjoie Primaire,Avenue Montjoie 97,1180,UCCLE,5,
95379,845,Institut Montjoie Maternelle,Avenue Montjoie 30,1180,UCCLE,6,
455,846,Ecole fondamentale libre Notre‐Dame de La Consolation,Rue du Bourdon 27,1180,UCCLE,6,
456,847,Ecole fondamentale libre Saint‐Paul ‐ Regina,Chaussée de Neerstalle 440,1180,UCCLE,3a,
456,848,Ecole fondamentale libre Saint‐Paul ‐ Regina,Parvis Chantecler 10,1180,UCCLE,6,
457,849,Ecole fondamentale libre non confessionnelle Plein Air,Dieweg 65,1180,UCCLE,18,
458,850,Ecole fondamentale libre Saint‐Joseph,Chaussée de Waterloo 1190,1180,UCCLE,15,
459,851,"Ecole nouvelle fondamentale libre non confes. Amélie Hamaide",Avenue Hamoir 31,1180,UCCLE,20,
